name,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12
w1d1t1,0.7136568845091703,0.5776979741496593,0.6144304767567134,0.7877579299280177
w1d1t2,0.6372411168565635,0.6158031763855778,0.6824678864199987,0.5947449297895837,-0.13858805705803864
w1d1t3,0.8092776247422676,0.760910211206649,0.3268492109564499,0.8260416942296588,0.47431306865449313,-0.08262156692267361
w1d1t4,0.9655338141597459,0.9950274721496253,0.10406457821357781,0.6594982806321241,0.8612621928446688,0.2329622704734257,-0.025269091192140384
w1d2t1,0.477083337684454,0.2554815690354427,-0.015167546390065331,0.7527941514644605,0.2606766024171143
w1d2t2,0.8932256653921502,0.5126710887771574,0.57125002175878,0.7957812804797652,0.2675210132726539,0.21220931511334767
w1d2t3,0.7722533683425981,-0.00514253826989996,0.6827129830526283,0.5096627067212306,0.7675268996076291,0.06183511275484255,-0.05293705295044669
w1d2t4,1.0146286909743527,0.6837861405408645,0.6544715634306143,0.48066969058176484,0.4720209793150305,0.2297627542903911,0.25783853602269263,-0.02380617508564963
w1d3t1,0.6078651367850041,0.17180781500895195,0.5934999690355793,0.03996143357271691,0.5218784094767152,0.21711296170566682
w1d3t2,0.8414276019611663,0.5582194599693457,0.31550305662160305,0.22719326929158568,0.5203030024290922,0.6310230695383466,0.012711033417051962
w1d3t3,0.7767882913838563,0.37223158829127023,0.4798374477475718,-0.10927608855226624,0.4216714173742048,0.12556979584748676,0.9142495653911357,-0.11096428580931658
w1d3t4,0.8671541466871897,0.3511325148739987,0.23960432252488736,-0.05285235347404624,0.37610906176723385,0.543801801820723,0.7771132082477487,0.18002906669929347,-0.020948038918996072
w1d4t1,0.7373810564348552,0.35241997018317694,0.5460851532523607,0.4668163409773069,0.2638773462641907,0.028390740169444543,0.3806106035970635
w1d4t2,0.9441235402514092,0.654583925907317,0.26518655533779706,0.6977461382485887,0.3154235627640097,0.028378230495029366,0.8298204234664823,-0.13742554132251733
w1d4t3,0.9117117044167562,0.49165920012988734,0.7717839977813754,0.13062810147029047,0.312619476804038,0.028406175983346865,0.4010637093084036,0.4914412449105271,-0.08462661861769484
w1d4t4,0.9045423293871132,0.7137549827195073,-0.19828182414521317,0.4979469821133358,0.3771457181196992,0.028331531958966105,0.3036651837769228,0.7820799234871766,0.16665330460659356,-0.0200766980948015
w2d1t1,0.9167099569182664,-0.09393532976650626,2.5933483846062875,-0.19827726229565007,0.621413722512265
w2d1t2,1.1539450167156637,0.7941241929285544,3.022949402873447,0.07843833129028108,0.015710303021703422,-0.21015945920190443
w2d1t3,1.212050055176722,0.24131518833565865,2.7026174545112513,0.5059948797088119,0.025241753279615864,0.2697537119983197,-0.06537824461455899
w2d1t4,1.2399566379810263,0.43097541671293904,2.3910664186759214,0.033003061183497086,0.5499834353636722,0.2404099900559732,0.2064031904729085,-0.02012324896827361
w2d2t1,1.142152575344838,-0.022258426387116788,2.9741763283609477,-0.21102515582080497,0.30786475292216076,0.5158548009617303
w2d2t2,1.238878554962236,0.2565333733373963,2.512043990845783,0.26419640319915416,0.4384479928962499,0.2706287821859006,-0.02798537152911011
w2d2t3,1.338328941181719,0.2994787063705004,2.588464056124456,-0.22299736407644835,0.41603199688513287,0.6085609403495233,0.47263617183929807,-0.08229528456123034
w2d2t4,1.089483311616376,0.039758670990428666,2.4922198774065034,0.21311761124828132,-0.20467590668302704,0.551819237284115,0.043426516619746953,0.2655450396839879,-0.02343156452332338
